"","probeID","geneNames","ensemblID","distToTSS"
"14462","cg03961189",NA,NA,NA
"14463","cg20319405",NA,NA,NA
"14464","cg23948874",NA,NA,NA
"14465","cg01611640",NA,NA,NA
"14466","cg18692596",NA,NA,NA
"14467","cg22529861",NA,NA,NA
"14468","cg25985488",NA,NA,NA
"14469","cg05181279",NA,NA,NA
"14470","cg13216057",NA,NA,NA
"14471","cg25787984",NA,NA,NA
"14472","cg22967016",NA,NA,NA
"14473","cg12422683",NA,NA,NA
"14474","cg01781266",NA,NA,NA
"14475","cg26320696",NA,NA,NA
"14476","cg19662708",NA,NA,NA
"14477","cg19447966",NA,NA,NA
"14478","cg13250711",NA,NA,NA
"14479","cg06499652",NA,NA,NA
"14480","cg03860400",NA,NA,NA
"14481","cg24816298",NA,NA,NA
"14482","cg14026971",NA,NA,NA
"14483","cg09191626",NA,NA,NA
"14484","cg02994974",NA,NA,NA
"14485","cg21288099",NA,NA,NA
"14486","cg03922337",NA,NA,NA
"14487","cg00704909",NA,NA,NA
"14488","cg23984059",NA,NA,NA
"14489","cg03439703",NA,NA,NA
"14490","cg27143049",NA,NA,NA
"14491","cg05532892",NA,NA,NA
"14492","cg14400631",NA,NA,NA
"14493","cg25454890",NA,NA,NA
"14494","cg11980188",NA,NA,NA
"14495","cg09188980",NA,NA,NA
"14496","cg14348532",NA,NA,NA
"14497","cg06295856",NA,NA,NA
"14498","cg09068492",NA,NA,NA
"14499","cg22183706",NA,NA,NA
"14500","cg01971122",NA,NA,NA
"14501","cg26833169",NA,NA,NA
"14502","cg10467022",NA,NA,NA
"14503","cg06938878",NA,NA,NA
"14504","cg08896945",NA,NA,NA
"14505","cg22586527",NA,NA,NA
"14506","cg09555217",NA,NA,NA
"14507","cg08466074",NA,NA,NA
"14508","cg05592434",NA,NA,NA
"14509","cg22336633",NA,NA,NA
"14510","cg11201229",NA,NA,NA
"14511","cg12611860",NA,NA,NA
"14512","cg12575751",NA,NA,NA
"14513","cg00324733",NA,NA,NA
"14514","cg05185584",NA,NA,NA
"14515","cg14724364",NA,NA,NA
"14516","cg11981631",NA,NA,NA
"14517","cg13185308",NA,NA,NA
"14518","cg21289015",NA,NA,NA
"14519","cg24322623",NA,NA,NA
"14520","cg07271264",NA,NA,NA
"14521","cg16519321",NA,NA,NA
"14522","cg18555440",NA,NA,NA
"14523","cg06763078",NA,NA,NA
"14524","cg27409364",NA,NA,NA
"14525","cg10989517",NA,NA,NA
"14526","cg18568653",NA,NA,NA
"14527","cg16935075",NA,NA,NA
"14528","cg20833786",NA,NA,NA
"14529","cg16446783",NA,NA,NA
"14530","cg09691574",NA,NA,NA
"14531","cg22587758",NA,NA,NA
"14532","cg03458191",NA,NA,NA
"14533","cg12907644",NA,NA,NA
"14534","cg01000094",NA,NA,NA
"14535","cg15484375",NA,NA,NA
"14536","cg01515887",NA,NA,NA
"14537","cg27250927",NA,NA,NA
"14538","cg13777411",NA,NA,NA
"14539","cg01316516",NA,NA,NA
"14540","cg20429911",NA,NA,NA
"14541","cg08418111",NA,NA,NA
"14542","cg05740244",NA,NA,NA
"14543","cg14813083",NA,NA,NA
"14544","cg07915343",NA,NA,NA
"14545","cg01360768",NA,NA,NA
"14546","cg13383490",NA,NA,NA
"14547","cg12626085",NA,NA,NA
"14548","cg01373706",NA,NA,NA
"14549","cg17233601",NA,NA,NA
"14550","cg23001457",NA,NA,NA
"14551","cg24252809",NA,NA,NA
"14552","cg22051636",NA,NA,NA
"14553","cg13062935",NA,NA,NA
"14554","cg19216731",NA,NA,NA
"14555","cg14704941",NA,NA,NA
"14556","cg25685640",NA,NA,NA
"14557","cg25018329",NA,NA,NA
"14558","cg08550026",NA,NA,NA
"14559","cg23614979",NA,NA,NA
"14560","cg18788940",NA,NA,NA
"14561","cg15576195",NA,NA,NA
"14562","cg06675341",NA,NA,NA
"14563","cg11784785",NA,NA,NA
"14564","cg20632573",NA,NA,NA
"14565","cg17371081",NA,NA,NA
"14566","cg20113732",NA,NA,NA
"14567","cg04270835",NA,NA,NA
"14568","cg06185738",NA,NA,NA
"14569","cg03794550",NA,NA,NA
"14570","cg03822011",NA,NA,NA
"14571","cg00908551",NA,NA,NA
"14572","cg02235880",NA,NA,NA
"14573","cg00146096",NA,NA,NA
"14574","cg02300906",NA,NA,NA
"14575","cg03547797",NA,NA,NA
"14576","cg06493930",NA,NA,NA
"14577","cg03087937",NA,NA,NA
"14578","cg16215361",NA,NA,NA
"14579","cg05953243",NA,NA,NA
"14580","cg20092728",NA,NA,NA
"14581","cg04622802",NA,NA,NA
"14582","cg20910746",NA,NA,NA
"14583","cg12154803",NA,NA,NA
"14584","cg01705458",NA,NA,NA
"14585","cg15486645",NA,NA,NA
"14586","cg13360150",NA,NA,NA
"14587","cg27351358",NA,NA,NA
"14588","cg16257091",NA,NA,NA
"14589","cg18740800",NA,NA,NA
"14590","cg14927277",NA,NA,NA
"14591","cg15183083",NA,NA,NA
"14592","cg03506489",NA,NA,NA
"14593","cg27420123",NA,NA,NA
"14594","cg09906309",NA,NA,NA
"14595","cg12743894",NA,NA,NA
"14596","cg06790862",NA,NA,NA
"14597","cg23577242",NA,NA,NA
"14598","cg02255732",NA,NA,NA
"14599","cg07278207",NA,NA,NA
"14600","cg25572812",NA,NA,NA
"14601","cg11385473",NA,NA,NA
"14602","cg10583382",NA,NA,NA
"14603","cg05840031",NA,NA,NA
"14604","cg25242557",NA,NA,NA
"14605","cg12311132",NA,NA,NA
"14606","cg06755819",NA,NA,NA
"14607","cg25094569",NA,NA,NA
"14608","cg13301003",NA,NA,NA
"14609","cg04096767",NA,NA,NA
"14610","cg12006284",NA,NA,NA
"14611","cg16501028",NA,NA,NA
"14612","cg04456238",NA,NA,NA
"14613","cg05222924",NA,NA,NA
"14614","cg06516124",NA,NA,NA
"14615","cg25782229",NA,NA,NA
"14616","cg12781568",NA,NA,NA
"14617","cg01693350",NA,NA,NA
"14618","cg15446391",NA,NA,NA
"14619","cg13641903",NA,NA,NA
"14620","cg22533573",NA,NA,NA
"14621","cg16463460",NA,NA,NA
"14622","cg22511262",NA,NA,NA
"14623","cg16092786",NA,NA,NA
"14624","cg25563456",NA,NA,NA
"14625","cg15107670",NA,NA,NA
"14626","cg22975913",NA,NA,NA
"14627","cg19718882",NA,NA,NA
"14628","cg25577842",NA,NA,NA
"14629","cg25505610",NA,NA,NA
"14630","cg18788872",NA,NA,NA
"14631","cg14609458",NA,NA,NA
"14632","cg19005368",NA,NA,NA
"14633","cg13575604",NA,NA,NA
"14634","cg18495563",NA,NA,NA
"14635","cg19236745",NA,NA,NA
"14636","cg25409040",NA,NA,NA
"14637","cg05501357",NA,NA,NA
"14638","cg25600606",NA,NA,NA
"14639","cg07599644",NA,NA,NA
"14640","cg06601473",NA,NA,NA
"14641","cg20656116",NA,NA,NA
"14642","cg24453664",NA,NA,NA
"14643","cg09057265",NA,NA,NA
"14644","cg27345286",NA,NA,NA
"14645","cg11822932",NA,NA,NA
"14646","cg09358725",NA,NA,NA
"14647","cg03445474",NA,NA,NA
"14648","cg16218377",NA,NA,NA
"14649","cg06513075",NA,NA,NA
"14650","cg19072037",NA,NA,NA
"14651","cg01888411",NA,NA,NA
"14652","cg20728639",NA,NA,NA
"14653","cg20234170",NA,NA,NA
"14654","cg06908474",NA,NA,NA
"14655","cg01473816",NA,NA,NA
"14656","cg12728032",NA,NA,NA
"14657","cg13084525",NA,NA,NA
"14658","cg18414381",NA,NA,NA
"14659","cg25948180",NA,NA,NA
"14660","cg07253191",NA,NA,NA
"14661","cg24088639",NA,NA,NA
"14662","cg20869710",NA,NA,NA
"14663","cg20143092",NA,NA,NA
"14664","cg08530414",NA,NA,NA
"14665","cg17640322",NA,NA,NA
"14666","cg01879488",NA,NA,NA
"14667","cg08606356",NA,NA,NA
"14668","cg18652941",NA,NA,NA
"14669","cg04125208",NA,NA,NA
"14670","cg09017174",NA,NA,NA
"14671","cg08258650",NA,NA,NA
"14672","cg14542839",NA,NA,NA
"14673","cg14642338",NA,NA,NA
"14674","cg00795268",NA,NA,NA
"14675","cg02186948",NA,NA,NA
"14676","cg08871189",NA,NA,NA
"14677","cg02692952",NA,NA,NA
"14678","cg23957424",NA,NA,NA
"14679","cg11494699",NA,NA,NA
"14680","cg10399228",NA,NA,NA
"14681","cg10364182",NA,NA,NA
"14682","cg20731798",NA,NA,NA
"14683","cg23324787",NA,NA,NA
"14684","cg27310234",NA,NA,NA
"14685","cg07613278",NA,NA,NA
"14686","cg13808561",NA,NA,NA
"14687","cg07912181",NA,NA,NA
"14688","cg26478074",NA,NA,NA
"14689","cg11948328",NA,NA,NA
"14690","cg27068170",NA,NA,NA
"14691","cg17838765",NA,NA,NA
"14692","cg22637507",NA,NA,NA
"14693","cg20240860",NA,NA,NA
"14694","cg15894661",NA,NA,NA
"14695","cg24612772",NA,NA,NA
"14696","cg02620470",NA,NA,NA
"14697","cg23058901",NA,NA,NA
"14698","cg14753432",NA,NA,NA
"14699","cg15522957",NA,NA,NA
"14700","cg18546622",NA,NA,NA
"14701","cg00061629",NA,NA,NA
"14702","cg19358442",NA,NA,NA
"14703","cg04549333",NA,NA,NA
"14704","cg14144305",NA,NA,NA
"14705","cg11260848",NA,NA,NA
"14706","cg07696033",NA,NA,NA
"14707","cg25363445",NA,NA,NA
"14708","cg00415164",NA,NA,NA
"14709","cg08993172",NA,NA,NA
"14710","cg04970352",NA,NA,NA
"14711","cg08914623",NA,NA,NA
"14712","cg00418150",NA,NA,NA
"14713","cg16977035",NA,NA,NA
"14714","cg11797994",NA,NA,NA
"14715","cg26365854",NA,NA,NA
"14716","cg15817236",NA,NA,NA
"14717","cg04988423",NA,NA,NA
"14718","cg13807496",NA,NA,NA
"14719","cg27318318",NA,NA,NA
"14720","cg22854223",NA,NA,NA
"14721","cg06791867",NA,NA,NA
"14722","cg09390792",NA,NA,NA
"14723","cg22623062",NA,NA,NA
"14724","cg10313633",NA,NA,NA
"14725","cg09699159",NA,NA,NA
"14726","cg20227165",NA,NA,NA
"14727","cg15461516",NA,NA,NA
"14728","cg17092062",NA,NA,NA
"14729","cg10516359",NA,NA,NA
"14730","cg01618083",NA,NA,NA
"14731","cg24691578",NA,NA,NA
"14732","cg03491478",NA,NA,NA
"14733","cg03568064",NA,NA,NA
"14734","cg16280313",NA,NA,NA
"14735","cg06622725",NA,NA,NA
"14736","cg10403260",NA,NA,NA
"14737","cg18362489",NA,NA,NA
"14738","cg18765542",NA,NA,NA
"14739","cg24407308",NA,NA,NA
"14740","cg18925548",NA,NA,NA
"14741","cg00078194",NA,NA,NA
"14742","cg01991150",NA,NA,NA
"14743","cg00195561",NA,NA,NA
"14744","cg11178136",NA,NA,NA
"14745","cg07022885",NA,NA,NA
"14746","cg05433460",NA,NA,NA
"14747","cg15384392",NA,NA,NA
"14748","cg14585160",NA,NA,NA
"14749","cg00371195",NA,NA,NA
"14750","cg20199333",NA,NA,NA
"14751","cg16823737",NA,NA,NA
"14752","cg04114315",NA,NA,NA
"14753","cg26198807",NA,NA,NA
"14754","cg21892409",NA,NA,NA
"14755","cg17891278",NA,NA,NA
"14756","cg04444006",NA,NA,NA
"14757","cg19486271",NA,NA,NA
"14758","cg26408937",NA,NA,NA
"14759","cg05038053",NA,NA,NA
"14760","cg12613344",NA,NA,NA
"14761","cg00554250",NA,NA,NA
"14762","cg26365553",NA,NA,NA
"14763","cg24099544",NA,NA,NA
"14764","cg21370143",NA,NA,NA
"14765","cg10335931",NA,NA,NA
"14766","cg14088811",NA,NA,NA
"14767","cg06147863",NA,NA,NA
"14768","cg10264187",NA,NA,NA
"14769","cg23159857",NA,NA,NA
"14770","cg08722104",NA,NA,NA
"14771","cg15679098",NA,NA,NA
"14772","cg09163021",NA,NA,NA
"14773","cg24576270",NA,NA,NA
"14774","cg25059436",NA,NA,NA
"14775","cg21681756",NA,NA,NA
"14776","cg19345165",NA,NA,NA
"14777","cg25689955",NA,NA,NA
"14778","cg11341028",NA,NA,NA
"14779","cg18561362",NA,NA,NA
"14780","cg05585544",NA,NA,NA
"14781","cg12836610",NA,NA,NA
"14782","cg17839278",NA,NA,NA
"14783","cg01888601",NA,NA,NA
"14784","cg21939221",NA,NA,NA
"14785","cg24160158",NA,NA,NA
"14786","cg02772367",NA,NA,NA
"14787","cg00394658",NA,NA,NA
"14788","cg06780358",NA,NA,NA
"14789","cg14775560",NA,NA,NA
"14790","cg06980460",NA,NA,NA
"14791","cg07330329",NA,NA,NA
"14792","cg04962134",NA,NA,NA
"14793","cg25890048",NA,NA,NA
"14794","cg26637069",NA,NA,NA
"14795","cg25072179",NA,NA,NA
"14796","cg24855780",NA,NA,NA
"14797","cg12603560",NA,NA,NA
"14798","cg22636253",NA,NA,NA
"14799","cg01511567",NA,NA,NA
"14800","cg26128441",NA,NA,NA
"14801","cg24329717",NA,NA,NA
"14802","cg24459209",NA,NA,NA
"14803","cg15357945",NA,NA,NA
"14804","cg23547429",NA,NA,NA
"14805","cg19881895",NA,NA,NA
"14806","cg17349753",NA,NA,NA
"14807","cg24983959",NA,NA,NA
"14808","cg07764959",NA,NA,NA
"14809","cg26624118",NA,NA,NA
"14810","cg23185657",NA,NA,NA
"14811","cg02292024",NA,NA,NA
"14812","cg05677402",NA,NA,NA
"14813","cg23491309",NA,NA,NA
"14814","cg09061733",NA,NA,NA
"14815","cg12783776",NA,NA,NA
"14816","cg22705929",NA,NA,NA
"14817","cg13473383",NA,NA,NA
"14818","cg18493899",NA,NA,NA
"14819","cg27497687",NA,NA,NA
"14820","cg01959848",NA,NA,NA
"14821","cg06200697",NA,NA,NA
"14822","cg17995823",NA,NA,NA
"14823","cg20654468",NA,NA,NA
"14824","cg23641267",NA,NA,NA
"14825","cg26229648",NA,NA,NA
"14826","cg15423764",NA,NA,NA
"14827","cg21833459",NA,NA,NA
"14828","cg13864937",NA,NA,NA
"14829","cg24238205",NA,NA,NA
"14830","cg03764161",NA,NA,NA
"14831","cg06699365",NA,NA,NA
"14832","cg22093158",NA,NA,NA
"14833","cg10454268",NA,NA,NA
"14834","cg24219638",NA,NA,NA
"14835","cg12738007",NA,NA,NA
"14836","cg06171787",NA,NA,NA
"14837","cg18538812",NA,NA,NA
"14838","cg26970800",NA,NA,NA
"14839","cg20018806",NA,NA,NA
"14840","cg00187686",NA,NA,NA
"14841","cg17173423",NA,NA,NA
"14842","cg25944100",NA,NA,NA
"14843","cg22197708",NA,NA,NA
"14844","cg10414946",NA,NA,NA
"14845","cg03055440",NA,NA,NA
"14846","cg04353769",NA,NA,NA
"14847","cg03634982",NA,NA,NA
"14848","cg08935003",NA,NA,NA
"14849","cg05040360",NA,NA,NA
"14850","cg10853416",NA,NA,NA
"14851","cg18343292",NA,NA,NA
"14852","cg17630127",NA,NA,NA
"14853","cg06066303",NA,NA,NA
"14854","cg13765961",NA,NA,NA
"14855","cg06806711",NA,NA,NA
"14856","cg23307338",NA,NA,NA
"14857","cg24400943",NA,NA,NA
"14858","cg07484450",NA,NA,NA
"14859","cg13633026",NA,NA,NA
"14860","cg19105504",NA,NA,NA
"14861","cg25072962",NA,NA,NA
"14862","cg17397420",NA,NA,NA
"14863","cg07221454",NA,NA,NA
"14864","cg23904249",NA,NA,NA
"14865","cg25849332",NA,NA,NA
"14866","cg04754011",NA,NA,NA
"14867","cg02965078",NA,NA,NA
"14868","cg25575359",NA,NA,NA
"14869","cg00778920",NA,NA,NA
"14870","cg10735607",NA,NA,NA
"14871","cg03555909",NA,NA,NA
"14872","cg07962043",NA,NA,NA
"14873","cg15553522",NA,NA,NA
"14874","cg21992250",NA,NA,NA
"14875","cg26980692",NA,NA,NA
"14876","cg07380416",NA,NA,NA
"14877","cg09902130",NA,NA,NA
"14878","cg24674703",NA,NA,NA
"14879","cg09750183",NA,NA,NA
"14880","cg11957986",NA,NA,NA
"14881","cg16418684",NA,NA,NA
"14882","cg11072113",NA,NA,NA
"14883","cg21043754",NA,NA,NA
"14884","cg03160637",NA,NA,NA
"14885","cg03483654",NA,NA,NA
"14886","cg25406518",NA,NA,NA
"14887","cg18595258",NA,NA,NA
"14888","cg06240542",NA,NA,NA
"14889","cg07273415",NA,NA,NA
"14890","cg03293770",NA,NA,NA
"14891","cg13744070",NA,NA,NA
"14892","cg18432384",NA,NA,NA
"14893","cg02717866",NA,NA,NA
"14894","cg02104644",NA,NA,NA
"14895","cg14572111",NA,NA,NA
"14896","cg04237003",NA,NA,NA
"14897","cg22627427",NA,NA,NA
"14898","cg14086033",NA,NA,NA
"14899","cg01447420",NA,NA,NA
"14900","cg02005336",NA,NA,NA
"14901","cg22704775",NA,NA,NA
"14902","cg15963971",NA,NA,NA
"14903","cg18009798",NA,NA,NA
"14904","cg11730100",NA,NA,NA
"14905","cg03114244",NA,NA,NA
"14906","cg03805684",NA,NA,NA
"14907","cg27173322",NA,NA,NA
"14908","cg09462826",NA,NA,NA
"14909","cg06781209",NA,NA,NA
"14910","cg07005513",NA,NA,NA
"14911","cg18495298",NA,NA,NA
"14912","cg20691408",NA,NA,NA
"14913","cg15589156",NA,NA,NA
"14914","cg18573251",NA,NA,NA
"14915","cg21421501",NA,NA,NA
"14916","cg24898753",NA,NA,NA
"14917","cg01772980",NA,NA,NA
"14918","cg13916742",NA,NA,NA
"14919","cg08459368",NA,NA,NA
"14920","cg16986846",NA,NA,NA
"14921","cg10848367",NA,NA,NA
"14922","cg26041297",NA,NA,NA
"14923","cg14741922",NA,NA,NA
"14924","cg22862656",NA,NA,NA
"14925","cg12640109",NA,NA,NA
"14926","cg13799206",NA,NA,NA
"14927","cg11504739",NA,NA,NA
"14928","cg09494188",NA,NA,NA
"14929","cg19902569",NA,NA,NA
"14930","cg19764555",NA,NA,NA
"14931","cg25739003",NA,NA,NA
"14932","cg20518716",NA,NA,NA
"14933","cg21643860",NA,NA,NA
"14934","cg22169418",NA,NA,NA
"14935","cg19570317",NA,NA,NA
"14936","cg09086761",NA,NA,NA
"14937","cg12616487",NA,NA,NA
"14938","cg07533529",NA,NA,NA
"14939","cg01858173",NA,NA,NA
"14940","cg13352306",NA,NA,NA
"14941","cg11706746",NA,NA,NA
"14942","cg22974215",NA,NA,NA
"14943","cg11084035",NA,NA,NA
"14944","cg14519525",NA,NA,NA
"14945","cg00887101",NA,NA,NA
"14946","cg02453653",NA,NA,NA
"14947","cg21161651",NA,NA,NA
"14948","cg23202409",NA,NA,NA
"14949","cg17240496",NA,NA,NA
"14950","cg22091798",NA,NA,NA
"14951","cg15538427",NA,NA,NA
"14952","cg25620220",NA,NA,NA
"14953","cg08290212",NA,NA,NA
"14954","cg07237830",NA,NA,NA
"14955","cg20342105",NA,NA,NA
"14956","cg05059825",NA,NA,NA
"14957","cg24515202",NA,NA,NA
"14958","cg02360776",NA,NA,NA
"14959","cg02600515",NA,NA,NA
"14960","cg23517677",NA,NA,NA
"14961","cg21850239",NA,NA,NA
"14962","cg11372696",NA,NA,NA
"14963","cg16467694",NA,NA,NA
"14964","cg26125443",NA,NA,NA
"14965","cg22176017",NA,NA,NA
"14966","cg15725808",NA,NA,NA
"14967","cg06840239",NA,NA,NA
"14968","cg18394496",NA,NA,NA
"14969","cg19587401",NA,NA,NA
"14970","cg00724662",NA,NA,NA
"14971","cg15494980",NA,NA,NA
"14972","cg21759080",NA,NA,NA
"14973","cg24909445",NA,NA,NA
"14974","cg21692936",NA,NA,NA
"14975","cg00987015",NA,NA,NA
"14976","cg13530039",NA,NA,NA
"14977","cg12439773",NA,NA,NA
"14978","cg12428447",NA,NA,NA
"14979","cg06917325",NA,NA,NA
"14980","cg21062347",NA,NA,NA
"14981","cg23683201",NA,NA,NA
"14982","cg00754253",NA,NA,NA
"14983","cg11484576",NA,NA,NA
"14984","cg25599242",NA,NA,NA
"14985","cg00763889",NA,NA,NA
"14986","cg03510310",NA,NA,NA
"14987","cg13916322",NA,NA,NA
"14988","cg05897048",NA,NA,NA
"14989","cg08242020",NA,NA,NA
"14990","cg13245912",NA,NA,NA
"14991","cg17998964",NA,NA,NA
"14992","cg06204948",NA,NA,NA
"14993","cg13802364",NA,NA,NA
"14994","cg23957915",NA,NA,NA
"14995","cg12785087",NA,NA,NA
"14996","cg10415235",NA,NA,NA
"14997","cg08063013",NA,NA,NA
"14998","cg19233923",NA,NA,NA
"14999","cg15564267",NA,NA,NA
"15000","cg21111471",NA,NA,NA
"15001","cg05016508",NA,NA,NA
"15002","cg21902346",NA,NA,NA
"15003","cg01882150",NA,NA,NA
"15004","cg19357918",NA,NA,NA
"15005","cg05127380",NA,NA,NA
"15006","cg14654385",NA,NA,NA
"15007","cg24088438",NA,NA,NA
"15008","cg06598256",NA,NA,NA
"15009","cg20162599",NA,NA,NA
"15010","cg06632528",NA,NA,NA
"15011","cg15768270",NA,NA,NA
"15012","cg25547939",NA,NA,NA
"15013","cg05492845",NA,NA,NA
"15014","cg16977872",NA,NA,NA
"15015","cg18731789",NA,NA,NA
"15016","cg13493559",NA,NA,NA
"15017","cg13620770",NA,NA,NA
"15018","cg07588779",NA,NA,NA
"15019","cg00925229",NA,NA,NA
"15020","cg25400358",NA,NA,NA
"15021","cg13412615",NA,NA,NA
"15022","cg01352108",NA,NA,NA
"15023","cg03764506",NA,NA,NA
"15024","cg23073111",NA,NA,NA
"15025","cg11296937",NA,NA,NA
"15026","cg17589175",NA,NA,NA
"15027","cg24580001",NA,NA,NA
"15028","cg00022866",NA,NA,NA
"15029","cg24970539",NA,NA,NA
"15030","cg22833292",NA,NA,NA
"15031","cg09705062",NA,NA,NA
"15032","cg09326702",NA,NA,NA
"15033","cg17993949",NA,NA,NA
"15034","cg07220939",NA,NA,NA
"15035","cg16718678",NA,NA,NA
"15036","cg25836271",NA,NA,NA
"15037","cg14170423",NA,NA,NA
"15038","cg26884581",NA,NA,NA
"15039","cg03943509",NA,NA,NA
"15040","cg09503975",NA,NA,NA
"15041","cg11295902",NA,NA,NA
"15042","cg04898797",NA,NA,NA
"15043","cg10821722",NA,NA,NA
"15044","cg16668394",NA,NA,NA
"15045","cg09343150",NA,NA,NA
"15046","cg17578903",NA,NA,NA
"15047","cg01866521",NA,NA,NA
"15048","cg23473849",NA,NA,NA
"15049","cg04480914",NA,NA,NA
"15050","cg20585500",NA,NA,NA
"15051","cg03245641",NA,NA,NA
"15052","cg17321617",NA,NA,NA
"15053","cg17022914",NA,NA,NA
"15054","cg19017420",NA,NA,NA
"15055","cg03101664",NA,NA,NA
"15056","cg02554810",NA,NA,NA
"15057","cg15225105",NA,NA,NA
"15058","cg19507591",NA,NA,NA
"15059","cg20252016",NA,NA,NA
"15060","cg20537992",NA,NA,NA
"15061","cg13853761",NA,NA,NA
"15062","cg02646854",NA,NA,NA
"15063","cg20277416",NA,NA,NA
"15064","cg14430111",NA,NA,NA
"15065","cg16209630",NA,NA,NA
"15066","cg03591238",NA,NA,NA
"15067","cg10342590",NA,NA,NA
"15068","cg26594445",NA,NA,NA
"15069","cg19313758",NA,NA,NA
"15070","cg11419863",NA,NA,NA
"15071","cg02441831",NA,NA,NA
"15072","cg26868799",NA,NA,NA
"15073","cg00686623",NA,NA,NA
"15074","cg05072951",NA,NA,NA
"15075","cg17346115",NA,NA,NA
"15076","cg04780126",NA,NA,NA
"15077","cg01630869",NA,NA,NA
"15078","cg09175724",NA,NA,NA
"15079","cg02186298",NA,NA,NA
"15080","cg26977045",NA,NA,NA
"15081","cg12788061",NA,NA,NA
"15082","cg02344238",NA,NA,NA
"15083","cg12206093",NA,NA,NA
"15084","cg10628098",NA,NA,NA
"15085","cg22417398",NA,NA,NA
"15086","cg08965235",NA,NA,NA
"15087","cg16632280",NA,NA,NA
"15088","cg12080812",NA,NA,NA
"15089","cg22578610",NA,NA,NA
"15090","cg24977709",NA,NA,NA
"15091","cg22552669",NA,NA,NA
"15092","cg13179915",NA,NA,NA
"15093","cg17918700",NA,NA,NA
"15094","cg21651436",NA,NA,NA
"15095","cg15854296",NA,NA,NA
"15096","cg25361844",NA,NA,NA
"15097","cg26668713",NA,NA,NA
"15098","cg18746357",NA,NA,NA
"15099","cg04172043",NA,NA,NA
"15100","cg22048492",NA,NA,NA
"15101","cg18896539",NA,NA,NA
"15102","cg19379303",NA,NA,NA
"15103","cg20909686",NA,NA,NA
"15104","cg13496736",NA,NA,NA
"15105","cg20315951",NA,NA,NA
"15106","cg03681481",NA,NA,NA
"15107","cg19018097",NA,NA,NA
"15108","cg02715140",NA,NA,NA
"15109","cg04946535",NA,NA,NA
"15110","cg15883761",NA,NA,NA
"15111","cg04042106",NA,NA,NA
"15112","cg02586730",NA,NA,NA
"15113","cg04949741",NA,NA,NA
"15114","cg03887787",NA,NA,NA
"15115","cg26453990",NA,NA,NA
"15116","cg21546057",NA,NA,NA
"15117","cg05339305",NA,NA,NA
"15118","cg12930602",NA,NA,NA
"15119","cg03423524",NA,NA,NA
"15120","cg18818531",NA,NA,NA
"15121","cg10172318",NA,NA,NA
"15122","cg16420888",NA,NA,NA
"15123","cg13547237",NA,NA,NA
"15124","cg10467098",NA,NA,NA
"15125","cg19234089",NA,NA,NA
"15126","cg06285486",NA,NA,NA
"15127","cg09462587",NA,NA,NA
"15128","cg04197135",NA,NA,NA
"15129","cg15887846",NA,NA,NA
"15130","cg22524514",NA,NA,NA
"15131","cg03570766",NA,NA,NA
"15132","cg14894216",NA,NA,NA
"15133","cg21238818",NA,NA,NA
"15134","cg16196602",NA,NA,NA
"15135","cg01128603",NA,NA,NA
"15136","cg01663295",NA,NA,NA
"15137","cg25034557",NA,NA,NA
"15138","cg26967875",NA,NA,NA
"15139","cg20808145",NA,NA,NA
"15140","cg19026260",NA,NA,NA
"15141","cg07872652",NA,NA,NA
"15142","cg05945622",NA,NA,NA
"15143","cg05322222",NA,NA,NA
"15144","cg11400333",NA,NA,NA
"15145","cg14027234",NA,NA,NA
"15146","cg00350296",NA,NA,NA
"15147","cg05998426",NA,NA,NA
"15148","cg14391855",NA,NA,NA
"15149","cg24532669",NA,NA,NA
"15150","cg19104072",NA,NA,NA
"15151","cg10839997",NA,NA,NA
"15152","cg13313036",NA,NA,NA
"15153","cg17415721",NA,NA,NA
"15154","cg02055483",NA,NA,NA
"15155","cg22134325",NA,NA,NA
"15156","cg10331048",NA,NA,NA
"15157","cg24394865",NA,NA,NA
"15158","cg27388792",NA,NA,NA
"15159","cg27441551",NA,NA,NA
"15160","cg18338293",NA,NA,NA
"15161","cg03851112",NA,NA,NA
"15162","cg08420085",NA,NA,NA
"15163","cg10523820",NA,NA,NA
"15164","cg04663194",NA,NA,NA
"15165","cg08012287",NA,NA,NA
"15166","cg06817264",NA,NA,NA
"15167","cg05087948",NA,NA,NA
"15168","cg27278802",NA,NA,NA
"15169","cg20158826",NA,NA,NA
"15170","cg11644586",NA,NA,NA
"15171","cg24968786",NA,NA,NA
"15172","cg18130076",NA,NA,NA
"15173","cg17618092",NA,NA,NA
"15174","cg13074965",NA,NA,NA
"15175","cg09657311",NA,NA,NA
"15176","cg14916213",NA,NA,NA
"15177","cg03429582",NA,NA,NA
"15178","cg18962105",NA,NA,NA
"15179","cg23347400",NA,NA,NA
"15180","cg04985144",NA,NA,NA
"15181","cg20016416",NA,NA,NA
"15182","cg02547138",NA,NA,NA
"15183","cg20052411",NA,NA,NA
"15184","cg20358834",NA,NA,NA
"15185","cg05111110",NA,NA,NA
"15186","cg16046376",NA,NA,NA
"15187","cg14897096",NA,NA,NA
"15188","cg12724357",NA,NA,NA
"15189","cg09967877",NA,NA,NA
"15190","cg03160508",NA,NA,NA
"15191","cg12473775",NA,NA,NA
"15192","cg14519515",NA,NA,NA
"15193","cg23207985",NA,NA,NA
"15194","cg19192120",NA,NA,NA
"15195","cg22285621",NA,NA,NA
"15196","cg02066887",NA,NA,NA
